,Topic,Count,Name,Representation,Representative_Docs
97,96,81,96_liquers_blut_trocken_messer,"['liquers', 'blut', 'trocken', 'messer', 'saamens', 'salz', 'gran', 'riemen', 'kostet', 'besondere']","['Zualeich hat man auch den schon so vielfältig aporobirren Liquers zu den Barbiermessern Streichern zu schmiren, wodurch das Messer eine besondere Schneide bekämmr  40  den mahren StreiStreicher cher dazu 30  Eben macht dieser Liquers die Dienste, wenn man ihm auf dem Riemen den man besitzt appliciret.', 'Pomade, die Haare zu konserviren und für den ausfallen zu schützen, der Pon zu 30  und 1 — 5) Einen Saifengeist, welcher nicht allein vortreflich zum barbiren, sondern in Verrenkung, oder wenn man sich verbrennt sehr dienlich ist, 20 — 6) Ein Mittel, die Leichdorne, oder Hühneraugen ohne den mindesten Schmerzen in kurzer Zeit zu vertreiben, kostet 20 — 7) Ein heil sames Mittel wider die Frostbeulen, a 24  — 8) Die englischen Nachtlichter, welche nicht allein blos bey Nacht zum Brennen, sondern auch zum Lesen und Schreiben kön nen gebraucht werden, sie machen keinen Dampf, noch unangenehmen Geruch, brennen sehr lange und men erlich, die Maasse von dem Licht ist in einem Seitelglas, und kann niemals einen Schaden verursachen, es ist nichts wei ter dabey zu thun als anzuzünden, ist eine harte Materie, und kann verschickt werden, wohin man will, jedes dieser Lichter kostet 1  9) Die englischen Schleifkugeln, welche die Barbier und Federmesser immer scharf erhalten, ohne solche jemals mehr schleifen zu lassen, man streicht sie auf den Riemen, und ziehet das Messer darauf ab, jede dieser Kugeln dauert viele Jahre, und erhält die Messer stets in der Pollirung, kostet 36  Die präparirten englischen Streichriemen, die Barbiermesser abzuziehen, das  20  auch doppelte auf Holz mit Futteral     Die englischen Fleckenkugeln, welche alles, es sey Wagenschmiere oder Fett trocken ausmachen, ohne die Farbe oder den Glanz zu be schädigten a 24  Ein Pulver, die Juwe len, ächte Perlen, Gold und silberne Bor ten und Spitze neu, wie auch reiche Westen, wann sie völlig gelb und angelaufen sind, trocken zu putzen mit einer Sammerbürste so gut als neu, kostet 20 bis 30  Die englische Schwarze in Stangen für Schuhe, Stiefeln und Reitzeug, welche nicht abfärbt, und mit wenig Mühe einen ausserordentlichen Glanz, macht, und es vor dem Springen er hält, auch kann man das glänzende Bockle der, wann es völlig roth und abgestanden ist, eben so glänzend machen noch schöner als vom neuen, kostet 24  Englisch schwarz.', 'Strümpff und Schuhe sambt denen silbernen Schuhschnal len einem silbernen Hosenknopff den Brustfleck und Hosentrager mit Silberverbrämt ein paar weisse Geyssharene Strümpff ein paar Knye Bandl von Fadensilber ein grü nes Kappel ingleichem ein Türckes Ringl von dem Finger abgezogenwieauchdas Geld| Geld so in  Gulden   bestanden auss dem Sack hinweg und zu sich genommen den todten Cörper aber zwischen die Tach Gespörren und daran gezogene Laden gesteckt so dann Stroh darauff geworffen die demselben abgenommen Sachen aber in ein Ge wölbl getragen und alles zusammen in einen Rantzen gesteckt die zu dieser Ermordung gebrauchte Messer abgewaschen das entlehnte dem Brau Knecht hinwiederumb zuge stellet das Seinige aber in ein Kastl verborgen über dieses annoch mit einigen bey ei nem Fruhestuck gewesenen Persohnen getruncken und folgends den andern Tag dar auff umb willen er geglaubt dass solche von ihm also verübte Mordthat verborge bleiben werde von dar hinweg und flüchtigen Fuss zusetzen Vorhabens gewesen auch zu solchem Ende seinem gehabten Braumeister den Dienst auffgesagt und seinen verdienten Lohn mit  Gulden   würcklich empfangen; weilen aber bald hierauff von dem also Er mordeten das Blut in die unter dem todten Cörper befindliche Wagner Werckstatt her unter geflossen als ware solches von einigen Wagner Gesellen ersehen und denenselben alsogleich verdächtig vorkommen worauff er Rabenbauer annoch gleich anderen da sigen Handwerks Leuthen diesen von ihme also ermordeten Ober Knecht auff den Bo den als von welchem das Blut herunter gerunnen auff einer Laiter hinauff gestiegen und suchen geholffen auch sich bey hernach erfundenem Cörper als wann er sich hierü ber sehr verwundern thäte in so lang gestellet biss man endlich an dessen Hemmet Be setz ein besprengtes Blut wahrgenommen mithin demselben sein darüber angehabtes Cammisol auffgerissen und das Hemmet voller Blut ersehen worauff er Rabenbauer auch vor den Thäter gehalten und in Verhaft genommen worden; solche grausame Mordthat aber anfänglich begangen zu haben zwar gelaugnet bald hierauff aber selbi ge vorenthaltener Massen bekennet.']"
98,97,79,97_gräfl_von_sephst_lilien,"['gräfl', 'von', 'sephst', 'lilien', 'der', 'stellte', 'aufge', 'jo', 'in', '']","['Von der gräfl.', 'Von der gräfl.', 'Von der gräfl.']"
99,98,78,98_landrecht_landrechte_jeden_marschallischen,"['landrecht', 'landrechte', 'jeden', 'marschallischen', 'weil', 'fügen', 'verordnete', 'hiemit', 'gericht', 'land']","['Von dem     Landrecht wird all und jeden, so an weil.', 'Von der      Landrecht wegen, wird allen und jeden, welche an weil.', 'Majestät   Landrecht wegen, wird hiemit allen und jeden, so an weil.']"
100,99,78,99_licit_amort_essenzen_pöllin,"['licit', 'amort', 'essenzen', 'pöllin', 'allerh', 'gebrüdere', 'dreyfaltigkeit', 'voll', 'auf', '']","['Licit.', 'Licit.', 'Licit.']"
101,100,78,100_hochfürstl_hochw_jhro_jhrer,"['hochfürstl', 'hochw', 'jhro', 'jhrer', 'hochfl', 'hockhischen', 'dienst', 'gottes', 'hochgräfl', 'hoff']","['unter Jhro Hochfürstl.', 'Jhro Hochfürstl.', 'Jhro Hochfürstl.']"
102,101,77,101_holland_amsterdam_haag_7ne,"['holland', 'amsterdam', 'haag', '7ne', 'auss', 'jenner', 'niederland', 'niederlande', 'juny', 'brüssel']","['Aus Holland von dem  April.', 'Aus Holland von dem  April.', 'Auss Holland vom  April.']"
103,102,77,102_juden_stadt_alt_vor,"['juden', 'stadt', 'alt', 'vor', 'salzgriess', 'singerstr', 'tieffen', 'am', 'graben', 'elend']","['alt  | Vor der Stadt.', 'alt | Vor der Stadt.', 'alt  | Vor der Stadt.']"
104,103,77,103_cont_conc_carnot_tököly,"['cont', 'conc', 'carnot', 'tököly', 'robespierre', 'columb', 'suwarow', 'simplex', '15', 'marat']","['39) Salm  cont.', '40——— simplex gemeines Bleyweiss.', '40——— simplex gemeines Bleyweiss.']"
105,104,76,104_letztemal_verhindernissen_rathstag_hören,"['letztemal', 'verhindernissen', 'rathstag', 'hören', 'sässen', 'entschlossen', 'wir', 'nämlich', 'eigens', 'halber']","['Da wir nun entschlossen sind eben diese Sprüche und Foderungen an dem eigends, und zwar für das erst und letztemal hiezu bestimmten Tag, nämlich den  Juni   oder da wir diesen Tag anderer Verhindernissen wegen nicht zu Rath sässen, den nächst darauf folgenden Rathstag um 8 Uhr fruh zu hören und zu vernehmen.', 'Da wir nun entschlossen sind, eben diese Sprüche, und Forderungen an dem eigends, und zwar für das erst und letztemal hiezu bestimmten Tag nämlich den  Juny dies Jahrs, oder da wir diesen Tag anderer Verhindernissen halber nicht zu Rath sässen, den nächst darauf folgenden Rathstag früh um  Uhr zu hören, und zu vernehmen.', 'Da wir nun entschlossen sind, eben diese Sprüche und Forderungen an dem eigens, und zwar für das erst und letztemal hiezu bestimmten Tag, nämlich den  des Monats April dies Jahrs, oder da wir diesen Tag anderer Verhindernissen halber nicht zu Rath sässen, den nächst darauf folgenden Rathstag frühe um  Uhr zu hören, und zu vernehmen.']"
106,105,75,105_adjutant_general_secondleutenant_leutenant,"['adjutant', 'general', 'secondleutenant', 'leutenant', 'fahne', 'lieutenants', 'lieut', 'convey', 'boys', 'brigadier']","['der Herr Graf Marliani, Obrist leutenant, und Ge neral adjutant  Durchl.', 'der  General leutenant der Königl.', 'Der General Adjutant von Seiner Excellentz. )']"
107,106,75,106_england_ungarn_frankreich_friedens,"['england', 'ungarn', 'frankreich', 'friedens', 'hungarn', 'zwischen', 'könig', 'europa', 'englands', 'europens']","['Um also diesen Unanständigkeiten vorzubeugen, und| und eine Probe der Freymütigkeit dar zuthun, mit welcher das Friedens ge schäft zwischen Frankreich und England solle abgehandelt werden, schlaget  Allerchristlichste Majestät dem König in Grossbrittanien vor, derselbe wolle sich gefallen lassen, dass, in Betref des zwischen Frankreich und England obwalten den Krieges, beyde Kronen in dem Be sitz all desjenigen verbleiben sollen, was eine der anderen binnen dieser Zeit ab genommen, und dass die Beschaffenhei ten, in welchen sie sich den 1ten des September monats im 1761ten Jahr in Ost indien, in West indien, und Africa aber den 1ten Julii des nämlichen Jahrs, und den 1ten May in Eu ropa befinden würden, der Grund stein zu dem zwischen beyden Mächten zu er richtenden Tractat seyn sollen; welches so viel sagen will, dass  Allerchrist lichste Majestät, um ein Beyspiel seiner besitzenden Menschen liebe zu geben, und die Wiederherstellung der allgemeinen Ruhe zu beschleunigen, alles das aufzu opfern, und zurücke zu stellen entschos seyen, welches Dieselbte doch mit Recht behaupten könnten; hingegen aber in dem Besitz desjenigen verbleiben wol len, so denen Engländern die Zeit dieses Kriegs hindurch abgenommen worden.', 'privilegirten Zeitungs verlag, und Buchdruckerey im neuen Michaeler Haus, mit von Ghelischen Schriften.| Fortsetzung der historischen Be schreibung der zwischen Frankreich und England unternommenen Friedens handlung  Da waren dann zwey besondere Kriege; nämlich der erste zwischen Frankreich und England, welcher anfangs mit jenem in Teutschland keine Gemeinschaft hatte; und der zweyte, so der König in Preussen mit der Kaiserin Königin angefangen: in diesen wurde England als ein Bunds genos sener des Königs in Preussen, der König aber als Garant des Westphälischen Frie dens, und dem den 1ten May errichteten Vertheidigungs tractat zufolge, als ein Bands genossener des Hofes von Wien verwickelt.', 'Grossbrittanische Majestät verlangen so, gleichwie der Allerchristlichste König, dass der besondere zwischen England und Frankreich zu errichtende Friedensschluss mit der allgemei nen diesfälligen Abhandlung vereinbaret werde, als um welche erst obgedacht  Majestät sich dermassen eifrig annehmen wollen, dass Sie in dieser Absicht glauben, man solle ein so heilsames Werk, gleich die eilfertige Wiederherstellung des allgemeinen Friedens in Teutschland ist, durch die etwa entstehen könnende Streitigkeiten über die besondere Angelegenheiten beyder Cronen, um keinen Augenblick länger verschieben lassen; Ja  Grossbrittanische Majestät sind in dieser von der Menschen liebe gegen so viele zahlreiche Nationen entstandenen Gesinnung dermas sen gestärket worden, dass Sie den Schluss wor auf sich der König in Frankreich gänzlich grün det, nämlichen, dass die Beschaffenheit der Ge genstände, so den besonderen Krieg zwischen England und Frankreich verursachet, mit denen Zwistigkeiten Teutschlands gar keine Gemein schaft habe, eben sowol in seinem ganzen Ver stande Beyfall geben.']"
108,107,75,107_cathol_javanisch_cattunen_garn,"['cathol', 'javanisch', 'cattunen', 'garn', 'und', '', '', '', '', '']","['Cathol.', 'Cathol.', 'Cathol.']"
109,108,73,108_1753_1751_1752_1750,"['1753', '1751', '1752', '1750', '1754', '8vo', '1757', 'döblinger', '1746sten', 'alphabet']","['1753.', '1753.', '1750. und 1752. dann Klosterneuburger von Jahren 1752. und 1753. wie auch Döblinger von Jahren 1753 und 1754. in verschiedenen Gattun gen; ingleichen Fässer mit eisernen Banden offentlich feilgebotten, und den Meistbiten den gegen baarer Bezahlung hindan gegeben werden.']"
110,109,73,109_gilgenberg_miaskowski_zimmermann_oest,"['gilgenberg', 'miaskowski', 'zimmermann', 'oest', 'hreglianovichscher', 'psychologischen', 'landkram', 'kerner', 'reflexionen', 'privil']","['Von der Herrschaft Gilgenberg in  Oest.', 'Nach Zimmermann; und mit psychologischen Reflexionen begleitet von Prof. Heydenreich.', 'Nach Zimmermann; mit psychologischen Reflexionen von Heydenreich.']"
111,110,73,110_paris_pariss_frankreich_französischen,"['paris', 'pariss', 'frankreich', 'französischen', 'französische', 'botschafter', 'courier', 'könig', 'briefschaften', 'noailles']","['Dass vermög Französischen Brieffen der König an jüngsten Christ Abend wie auch die  Feyertäg die Andacht in der Kapellen zu Versailles verrichtet dan ein Menge deren Kranken berühret und nachdeme verschiedene Abteyen ver geben auch einig ausländische Gesandten vor sich kommen lassen; darunter des gewesten Churfürsten von Cöllen ferner BaronSimeoni, sich befunden; und weilen an an dem Französischen Hof den General Frie den vor gewiss halte wären schon  neue Regimenter zu Pferd und  Regimenter Dragoner  reformiret worden; davon man die beste Leute un ter die alte Regimenter gestecket und den Officieren den halben Sold ver sprochen; ingleichen sollen von jeder Compagnie der Französischen Gardi  Mann abgedanket: auch nächstens die  Reformirung deren Regimen tern von dem Fus Volk vorgenommen werden.', ""Diesen Abend ware von Pariss ein Bedienter des Französischen Ministers  Monsignor l'Affiteau, mit Königlichen Brieffen für den Herrn Cardinal von Rohan angekommen Mit der Nachricht dass die Reiss de ren Herren Cardinälen  von Noailles, Polignac, und  Gevres, zu Pariss eingestellet worden folglichen Niemand mehr als der Herr Cardinal  de Bissy, von gedachtem Pariss ankommen werde: Welche Ankunft man nun um so lieber stündlich se hen mag; Weilen in dem Conclave dasS.Collegium beschlossen wegen der in Provence sich mehr und mehr ausbreitend giftigen Krankheit alle Gemeinschaft mit ganz Frankreich aufzuheben."", 'Aus Frankreich von dem   Dass man zu Pariss den ersten dieses den Namens Tag Jhrer Königlichen Hoheit Herzogen von  Orleans, Regenten von Frankreich sehr prächtig begangen; Wie dan auch zu dero besondern Ehren und Andenken Jhre Eminenz der Herr Cardinal von  Noailles, Erz Bischof zu Pariss in dasiger Haubt Kirche die neue Fahnen deren Französisch und Schweitzerischen Gar des mit gewöhnlichen Ceremonien geweyhet hätten; Alswelche Gardes der Königin den Ebene von Sablon durch die Musterung gehen lassen|  werde; Jndessen habe der König die entledigte Guverneur Stell von der Stadt und Citadell von Amiens dem Marquis von  Canillac, Commandant von der anderten Compagnie deren  Musquetaires, auf getragen.']"
112,111,73,111_abends_mittags_königl_nachmittags,"['abends', 'mittags', 'königl', 'nachmittags', 'abend', 'uhr', 'majestäten', 'kaiserl', 'begaben', 'selbigen']","['An beeden Tagen ware eine Tafel von  Personen, worzu nicht allein die ausländischen Ministern, sondern auch sehr viele einländische hohe Stands personen, Ritter, Damen,  einge laden waren, und nach deren Endigung ward jedesmal ein prächtiger Ball eröfnet, welcher bis spat in die Nacht fortgesetzet ward; die ses Festin wird am Sonntag Abend mit einen Ball beschlossen werden.| Aus Preussen.| Danzig   Morgen wird der Kron kanzler alhier ein treffen.', 'Abends gegen halber  Uhr waren Jhre Kaiserl.', 'Abends wurde auf dem Kaiserl.']"
113,112,73,112_verkaufen_täglich_haus_juden,"['verkaufen', 'täglich', 'haus', 'juden', 'deutschen', 'freyer', 'aussicht', 'wohlgebau', 'alltäglich', 'gebautes']","['Jn der Alstervorstadt in der angenehmsten Lage und schönsten Aussicht, ist ein grosses wohlgebau tes Haus täglich aus freyer Hand mit den billig sten Bedingnissen zu verkaufen.', 'Jn der Alstervorstadt in der angenehmsten Lage und schönsten Aussicht, ist ein grosses wohlgebau tes Haus täglich aus freyer Hand mit den billig sten Bedingnissen zu verkaufen.', 'Jn der Alstervorstadt in der angenehmsten Lage und schönsten Aussicht, ist ein grosses wohlgebau tes Haus täglich aus freyer Hand mit den billig sten Bedingnissen zu verkaufen.']"
114,113,72,113_freyherrl_herrs_gerarde_heiligk,"['freyherrl', 'herrs', 'gerarde', 'heiligk', 'herrsch', 'gerade', 'innhaber', 'benedictixiv', 'bisses', 'geng']","['Von der freyherrl.', 'Von der freyherrl.', 'Von der freyherrl.']"
115,114,72,114_febr_februarii_februar_expeditovero,"['febr', 'februarii', 'februar', 'expeditovero', 'regierungsverlass', 'pulverwesens', 'salniter', 'unterm', 'jnspektor', 'such']","['Den  Febr.', 'Den  Febr.', 'Den  Febr.']"
116,115,72,115_sterling_pfund_millionen_sterl,"['sterling', 'pfund', 'millionen', 'sterl', 'sterlings', 'mil', 'lion', 'ausgaben', 'tausend', 'stüver']","['Pfund Sterling verwilliget; desgleichen  tausend  Pfund Sterling zum Unterhalt der Königlichen Besatzungen in America, und in Neu schottland, Terre neu ve, und zu Gibraltar  Heute hat das Untere Haus beschlossen, dem König  tausend Pfund Sterling zur ge wöhnlichen Unterhaltung der Flotte:  tausend  Pfund Sterling zur Ausbesserung, und Zurichtung deren Schiffen: und  tau send Pfund Sterling für das Spital zu Green wich für das 1750ste Jahr zu verwilligen.', 'Sterling.', 'Sterling.']"
117,116,71,116_jn_stadt_der_fruh,"['jn', 'stadt', 'der', 'fruh', 'neu', 'den', '', '', '', '']","['Jn der Stadt.', 'Jn der Stadt.', 'Jn der Stadt.']"
118,117,71,117_april_samstag_montag_genua,"['april', 'samstag', 'montag', 'genua', 'injudicialibus', 'aprill', 'gesäet', 'arcier', 'aprilis', 'monats']","['SAmstag den  April.', 'SAmstag den  April.', 'Den  April wird nach den königl.']"
119,118,70,118_dito_den_freytag_und,"['dito', 'den', 'freytag', 'und', '', '', '', '', '', '']","['Den  Dito.', 'Den  Dito.', 'Den  Dito.']"
120,119,69,119_ro_ausmass_2788_2997,"['ro', 'ausmass', '2788', '2997', 'grundes', 'klafter', 'nro', 'leere', '23648', '2312']","['Die Ausmass des Grunds ist 3788 [] Klafter.', 'Die Ausmass des Grundes ist 2788 □ Klafter.', 'Die Ausmass des Grundes ist 2788 □ Klafter.']"
121,120,68,120_eimer_fässer_gebirgweine_gewächs,"['eimer', 'fässer', 'gebirgweine', 'gewächs', 'weine', 'verkauft', 'fass', 'fässern', 'licitando', 'gattungen']","['Auf der Landstrasse in der Ungergasse bey dem galdenen Karpfen sind über 200 Eimer alte Ge birgweine mit oder ohne Fass in verschiedenen Gattungen, als 4 zwanzig Eimer, 1 dreyssig Eimer, 2 fünfzig Eimer, wie auch mehrere leere Fass, als 20, 30, 40, und ein 92 Eimer, auch die ganze Kellereinrichtung, Ganter, Sattel, Weinsell, und noch mehreres zu verkaufen.', 'Auf der Landstrasse in der Ungergasse bey dem goldenen Karpfen sind über 200 Eimer alte Ge birgweine mit oder ohne Fass in verschiedenen Gattungen, als 4 zwanzig Eimer, 1 dreyssig Eimer, 2 fünfzig Eimer, wie auch mehrere leere Fass, als 20, 30, 40, und ein 92 Eimer, auch die ganze Kellereinrichtung, Ganter, Gattel, Weinseil, und noch mehreres zu verkaufen.', 'wird hiemit bekannt gemacht: dass in der daselbst zwischen Neunkirchen und Schottwien an der Gratzer Postsirasse liegenden Probstey Gloggnitz nachstehende gute ungarische und österreichische Gebürgsweine, ohne Fässer, um bissige Preise zu verkaufen seyen, als: Kaltenberger 1760er 51 Eimer, Gumpoldskirch ner 1788er 51 Eimer, Silbersberger 1760er 49 Eim deto 88er 52 Eim deto 89er 51 Eimer, Ruster 88er 51 Eimer, dero deto 48 Eimer, Kreuzer 1760er 52 Eimer,Groissbacker1790er 48 Eimer,  Georger 1788er 46 Eimer.']"
